magic	combo_position	ref1	ref2	openGap_info	PD_trend	dayBrokePDH	dayBrokePDL	count	winrate	avg_profit
122	price-betweenH-L	midpoint	RTHL	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-betweenH-L	midpoint	dayLowSoFar	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-betweenH-L	midpoint	dayLowSoFar	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-betweenH-L	midpoint	RTHL	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-betweenH-L	midpoint	ONL	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-below	dayHighSoFar	midpoint	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-below	RTHH	midpoint	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-below	ONH	midpoint	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-below	PDC	midpoint	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-below	PDL	midpoint	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-below	PDH	midpoint	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-below	PDO	midpoint	gapDown_Day	PD_red	false	true	3	0.333	-48.66
122	price-below	PDH	PDL	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDO	midpoint	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDO	ONL	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDO	PDC	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDO	PDL	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-above	IBL	midpoint	gapUp_Day	PD_red	false	true	3	0.333	-44.16
122	price-below	PDH	PDC	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDH	ONL	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-above	ONL	IBL	gapUp_Day	PD_red	false	true	3	0.333	-44.16
122	price-above	PDC	IBL	gapUp_Day	PD_red	false	true	3	0.333	-44.16
122	price-above	PDL	IBL	gapUp_Day	PD_red	false	true	3	0.333	-44.16
122	price-below	PDH	midpoint	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDL	PDC	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDL	ONH	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDL	ONL	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDL	RTHH	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDL	IBH	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDL	dayHighSoFar	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDL	midpoint	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDC	ONH	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDC	ONL	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDC	RTHH	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDC	IBH	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDC	dayHighSoFar	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	PDC	midpoint	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-below	ONH	ONL	gapUp_Day	PD_red	false	true	3	0.333	-46.42
122	price-betweenH-L	IBH	dayLowSoFar	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-betweenH-L	IBH	RTHL	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-below	PDO	IBH	gapUp_Day	PD_red	false	true	4	0.25	-70.07
122	price-betweenH-L	IBH	ONL	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-betweenH-L	IBH	PDL	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-below	IBH	dayHighSoFar	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-below	RTHH	IBH	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-below	ONH	IBH	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-below	PDC	IBH	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-below	PDH	IBH	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-below	PDO	IBH	gapDown_Day	PD_red	false	false	4	0.25	-70.38
122	price-betweenH-L	IBH	dayLowSoFar	gapUp_Day	PD_red	false	true	4	0.25	-70.07
122	price-below	PDH	IBH	gapUp_Day	PD_red	false	true	4	0.25	-70.07
122	price-betweenH-L	IBH	RTHL	gapUp_Day	PD_red	false	true	4	0.25	-70.07
122	price-below	IBH	dayHighSoFar	gapUp_Day	PD_red	false	true	4	0.25	-70.07
