analysis_set,magic_prefix,magic_prefix_trades,magic_prefix_pf,magic_prefix_trade_rate,grp_trades,grp_pf,grp_traderate,grp_winrate,grp_net_profit,variable_count,variables,grouping_sampledates
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | above_PDC=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | above_PDC=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,1,PD_trend=PD_red,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,1,dayBrokePDL=false,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,1,below_dayHighSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,1,above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,1,above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,1,above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,1,above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,PD_trend=PD_red | dayBrokePDL=false,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,PD_trend=PD_red | below_dayHighSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,PD_trend=PD_red | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,PD_trend=PD_red | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,PD_trend=PD_red | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,PD_trend=PD_red | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,dayBrokePDL=false | below_dayHighSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,dayBrokePDL=false | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,dayBrokePDL=false | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,dayBrokePDL=false | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | below_dayHighSoFar=true | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | below_dayHighSoFar=true | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | below_dayHighSoFar=true | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,dayBrokePDL=false | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | below_dayHighSoFar=true | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | below_dayHighSoFar=true | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,below_dayHighSoFar=true | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | below_dayHighSoFar=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,below_dayHighSoFar=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | above_PDL=true | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | above_PDL=true | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,below_dayHighSoFar=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | above_PDL=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,dayBrokePDL=false | above_PDC=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,2,above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | dayBrokePDL=false | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | dayBrokePDL=false | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | dayBrokePDL=false | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | below_dayHighSoFar=true | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | below_dayHighSoFar=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | below_dayHighSoFar=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | below_dayHighSoFar=true | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | below_dayHighSoFar=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | below_dayHighSoFar=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | below_dayHighSoFar=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,below_dayHighSoFar=true | above_PDL=true | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,below_dayHighSoFar=true | above_PDL=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,below_dayHighSoFar=true | above_PDC=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,above_PDL=true | above_PDC=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,below_dayHighSoFar=true | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,below_dayHighSoFar=true | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,below_dayHighSoFar=true | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,below_dayHighSoFar=true | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,below_dayHighSoFar=true | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | below_dayHighSoFar=true | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | below_dayHighSoFar=true | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,below_dayHighSoFar=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | below_dayHighSoFar=true | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | below_dayHighSoFar=true | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | below_dayHighSoFar=true | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,above_PDL=true | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,above_PDL=true | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,above_PDL=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,2,dayBrokePDL=false | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,3,above_PDC=true | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,3,PD_trend=PD_red | dayBrokePDL=false | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,15,5,999.0,20.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | above_PDC=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | above_PDC=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,3,dayBrokePDL=false | above_PDL=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
full,10,12,0.49,70.0,5,999.0,20.0,100.0,1.98,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_PDC=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.16 12:56:04
